City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,santa isabel do rio negro,-0.4139,-65.0192,25.15,89,100,1.13,BR,1682258981
366,sao joao da barra,-21.6403,-41.0511,25.05,50,3,3.27,BR,1682258443
367,san felipe,10.3399,-68.7425,27.23,76,100,1.48,VE,1682258983
368,codrington,-38.2667,141.9667,11.85,87,0,2.49,AU,1682258459
369,collingwood,44.4834,-80.2164,6.45,82,59,1.54,CA,1682258746
370,batsfjord,70.6345,29.7185,-0.04,80,75,11.83,NO,1682258987
371,garowe,8.4054,48.4845,34.07,25,99,2.14,SO,1682258989
372,dutlwe,-23.9833,23.9,30.7,18,8,2.97,BW,1682258990
373,aklavik,68.2191,-135.0107,-20.44,94,100,5.79,CA,1682258991
374,mago,53.2514,140.1822,-3.05,94,64,1.72,RU,1682258992
375,catuday,16.2923,119.8062,26.63,81,79,2.1,PH,1682258994
376,mersing,2.4312,103.8405,27.02,82,68,2.0,MY,1682258995
377,yumen,40.2833,97.2,11.48,39,100,4.68,CN,1682258996
378,umm lajj,25.0213,37.2685,29.91,57,33,8.89,SA,1682258997
379,naze,28.3667,129.4833,19.51,82,25,6.95,JP,1682258499
380,mandalgovi,45.7625,106.2708,7.2,18,95,5.18,MN,1682259000
381,margate,51.3813,1.3862,11.04,87,100,1.34,GB,1682258465
382,great yarmouth,52.6083,1.7305,11.68,92,100,4.24,GB,1682259003
383,kindu,-2.95,25.95,21.25,99,100,1.66,CD,1682259004
384,velizh,55.6056,31.1967,16.27,44,56,2.97,RU,1682259005
385,ahuimanu,21.4447,-157.8378,22.89,86,20,2.06,US,1682259007
386,puerto escondido,15.85,-97.0667,27.46,83,0,0.0,MX,1682258842
387,kalmunai,7.4167,81.8167,28.78,76,80,3.46,LK,1682258462
388,komsomolskiy,40.4272,71.7189,24.4,20,23,2.06,UZ,1682259012
389,kasongo-lunda,-6.4667,16.8167,23.17,94,100,2.08,CD,1682259013
390,barro,-6.7167,-38.8667,32.31,31,42,3.2,BR,1682259015
391,ubinskoye,55.3068,79.6802,12.25,39,100,6.29,RU,1682258988
392,puerto del rosario,28.5004,-13.8627,22.86,60,20,6.17,ES,1682259018
393,alim,9.5649,122.4876,28.4,75,21,1.11,PH,1682259021
394,dwarka,22.2394,68.9678,27.49,77,2,6.46,IN,1682258476
395,semnan,35.5729,53.3971,26.45,17,57,2.39,IR,1682259023
396,pampa,35.5362,-100.9599,6.53,60,35,2.06,US,1682258872
397,champerico,14.3,-91.9167,28.3,68,54,1.98,GT,1682259026
398,seoul,37.5683,126.9778,15.78,34,0,2.06,KR,1682258565
399,nuuk,64.1835,-51.7216,7.34,53,75,3.6,GL,1682258772
400,gao,16.6362,1.637,39.2,9,79,6.29,ML,1682259031
401,beloha,-25.1667,45.05,24.91,66,63,4.59,MG,1682259032
402,kalevala,65.2,31.1667,0.85,56,100,0.74,RU,1682259033
403,padre bernardo,-15.35,-48.5,27.17,49,33,5.33,BR,1682258975
404,oktyabrskoye,43.0645,44.7417,10.08,87,100,4.0,RU,1682259037
405,khandbari,27.3747,87.2039,17.67,70,22,1.48,NP,1682259038
406,washington,47.5001,-120.5015,8.22,86,100,0.63,US,1682258982
407,lazaro cardenas,17.9583,-102.2,25.67,72,100,1.6,MX,1682259041
408,fernie,49.5,-115.0687,2.33,96,100,1.44,CA,1682259042
409,matamoros,25.5333,-103.25,23.95,32,0,0.0,MX,1682259044
410,tateyama,34.9833,139.8667,14.08,76,100,4.25,JP,1682259046
411,mala bilozerka,47.2474,34.9346,15.33,50,94,2.1,UA,1682259047
412,caravelas,-17.7125,-39.2481,26.89,70,40,5.62,BR,1682259048
413,farafangana,-22.8167,47.8333,25.28,85,1,4.29,MG,1682259049
414,luanda,-8.8368,13.2343,30.0,74,40,5.66,AO,1682258402
415,rocha,-34.4833,-54.3333,21.82,61,60,2.81,UY,1682259024
416,oistins,13.0667,-59.5333,28.05,78,40,3.6,BB,1682258467
417,guerrero negro,27.9769,-114.0611,14.59,92,3,3.57,MX,1682259058
418,bilibino,68.0546,166.4372,-12.83,72,100,2.88,RU,1682259059
419,rawson,-43.3002,-65.1023,19.29,41,4,6.73,AR,1682258878
420,bonthe,7.5264,-12.505,30.63,60,28,5.25,SL,1682259062
421,caucaia,-3.7361,-38.6531,30.97,55,75,7.72,BR,1682259063
422,port shepstone,-30.7414,30.455,23.19,60,2,2.73,ZA,1682258511
423,hailun,47.45,126.9333,2.64,28,1,3.17,CN,1682259065
424,samarai,-10.6167,150.6667,28.1,80,73,4.4,PG,1682259068
425,lebu,-37.6167,-73.65,13.44,78,16,3.8,CL,1682259069
426,hambantota,6.1241,81.1185,28.34,79,100,3.1,LK,1682259070
427,orgtrud,56.1832,40.6149,17.23,37,17,2.83,RU,1682259072
428,boyarka,50.3191,30.2973,17.82,39,90,1.3,UA,1682259073
429,berlevag,70.8578,29.0864,0.0,59,100,13.89,NO,1682259074
430,preobrazheniye,42.9019,133.9064,3.47,52,0,3.64,RU,1682259075
431,iquitos,-3.7481,-73.2472,28.02,89,75,2.57,PE,1682259077
432,pangai,-19.8,-174.35,25.26,77,76,7.7,TO,1682259078
433,madimba,-10.4,40.3333,27.69,81,88,4.08,TZ,1682259079
434,maarianhamina,60.0973,19.9348,9.92,62,0,6.69,AX,1682259081
435,nenjiang,49.1833,125.2167,1.66,36,0,2.57,CN,1682259082
436,tehachapi,35.1322,-118.449,13.0,80,3,3.58,US,1682258671
437,frauenfeld,47.5582,8.8985,20.59,56,93,0.62,CH,1682259085
438,saint-pierre,-21.3393,55.4781,26.82,74,100,3.6,RE,1682259086
439,elko,41.0002,-115.5012,0.91,77,100,0.89,US,1682259088
440,coutances,49.05,-1.4333,12.01,76,30,6.37,FR,1682259089
441,mnogovershinnyy,53.9353,139.9242,-5.52,94,78,2.6,RU,1682259092
442,escanaba,45.7453,-87.0646,2.2,69,100,4.63,US,1682259093
443,nizhniy kuranakh,58.8353,125.4869,-6.2,96,100,0.99,RU,1682259095
444,abu dhabi,24.4667,54.3667,29.06,45,0,6.69,AE,1682258453
445,vilkaviskis,54.6517,23.0322,19.05,51,3,5.2,LT,1682259099
446,altamont,42.2068,-121.7372,7.1,94,100,0.0,US,1682259101
447,khanpur,28.6453,70.6567,32.87,11,0,3.19,PK,1682258529
448,maldonado,-34.6667,-54.9167,18.46,57,84,3.17,UY,1682259026
449,escarcega,18.6089,-90.7454,28.22,58,21,3.11,MX,1682259105
450,krasnodon,48.2923,39.7373,11.58,68,90,1.83,UA,1682259106
451,jhabua,22.7667,74.6,32.78,11,15,3.63,IN,1682259107
452,muros,42.7762,-9.0603,18.41,85,43,5.43,ES,1682259108
453,liverpool,53.4106,-2.9779,13.21,83,75,5.66,GB,1682258893
454,santa fe,-31.6333,-60.7,18.9,75,98,1.79,AR,1682259002
455,san jeronimo,-11.9472,-75.2829,12.03,68,48,1.46,PE,1682259112
456,iqaluit,63.7506,-68.5145,-0.15,93,100,7.6,CA,1682259113
457,liberal,37.0431,-100.921,6.08,61,0,1.54,US,1682259114
458,fairbanks,64.8378,-147.7164,-12.44,60,40,10.29,US,1682259115
459,haverhill,42.7762,-71.0773,8.96,92,100,4.63,US,1682259054
460,clonakilty,51.6231,-8.8706,11.56,69,98,1.28,IE,1682259118
461,ponta do sol,32.6667,-17.1,22.23,66,18,1.91,PT,1682259119
462,tautira,-17.7333,-149.15,27.53,79,100,7.69,PF,1682259120
463,kavali,14.9167,79.9833,28.42,73,24,6.49,IN,1682259122
464,tagusao,9.1924,117.8141,27.46,83,3,2.56,PH,1682259123
465,daru,-9.0763,143.2092,26.97,89,96,6.21,PG,1682259124
466,san cristobal,7.7669,-72.225,24.1,74,96,1.1,VE,1682259126
467,mayo,38.8876,-76.5119,17.19,71,0,4.63,US,1682259129
468,opuwo,-18.0607,13.84,32.43,28,57,4.95,NA,1682259131
469,butembo,0.15,29.2833,15.98,99,100,0.95,CD,1682259132
470,flinders,-34.5833,150.8552,17.88,92,83,0.89,AU,1682259133
471,evanston,42.0411,-87.6901,4.65,71,75,3.6,US,1682259135
472,vila velha,-20.3297,-40.2925,25.97,74,75,5.66,BR,1682259137
473,hirara,24.8,125.2833,23.34,76,19,4.7,JP,1682258844
474,turukhansk,65.8167,87.9833,0.98,98,100,6.06,RU,1682259139
475,mtambile,-5.3833,39.7,27.03,81,100,3.63,TZ,1682259140
476,hongjiang,27.11,109.9956,8.9,95,100,2.07,CN,1682259142
477,kontagora,10.3999,5.4695,37.25,29,99,3.12,NG,1682259143
478,buin,-33.7333,-70.75,19.13,51,2,1.57,CL,1682259144
479,banda aceh,5.5577,95.3222,27.66,79,77,1.25,ID,1682259145
480,nizwa,22.9333,57.5333,32.49,24,91,2.74,OM,1682259147
481,mahibadhoo,3.7833,72.9667,29.47,68,98,3.37,MV,1682259148
482,sterling,39.0062,-77.4286,15.96,63,20,5.14,US,1682258862
483,jumla,29.2747,82.1838,8.53,70,70,2.02,NP,1682259150
484,cambridge,43.3601,-80.3127,8.34,75,40,5.66,CA,1682258894
485,sakakah,29.9697,40.2064,32.89,13,94,4.38,SA,1682259153
486,san ramon,37.7799,-121.978,12.63,93,100,4.12,US,1682258915
487,ronneby,56.21,15.276,8.28,100,75,3.6,SE,1682259155
488,hofn,64.2539,-15.2082,3.01,52,20,3.6,IS,1682259157
489,zeya,53.75,127.2667,-2.97,83,69,2.15,RU,1682259158
490,raudeberg,61.9875,5.1352,5.37,73,100,15.84,NO,1682259159
491,channel-port aux basques,47.5702,-59.1367,6.86,72,0,3.29,CA,1682259160
492,santa marta,11.2408,-74.199,26.86,75,98,2.72,CO,1682259161
493,hami,42.8,93.45,15.57,26,99,4.95,CN,1682259163
494,rancho santa margarita,33.6409,-117.6031,14.32,92,34,0.45,US,1682259164
495,husavik,66.0449,-17.3389,1.11,48,0,2.77,IS,1682259165
496,panjab,34.388,67.0233,12.51,20,14,2.45,AF,1682259166
497,atlantic city,39.3643,-74.4229,16.77,79,75,5.36,US,1682259117
498,atchison,39.563,-95.1216,5.73,81,3,2.67,US,1682259169
499,mali,12.079,-12.2982,32.73,9,4,2.6,GN,1682259170
500,westport,41.1415,-73.3579,14.04,93,100,4.63,US,1682259170
501,ivanjica,43.5803,20.2311,22.21,41,98,2.21,RS,1682259172
502,atar,20.5169,-13.0499,34.38,11,0,2.6,MR,1682259174
503,namatanai,-3.6667,152.4333,26.23,83,100,2.41,PG,1682259175
504,minab,27.1467,57.0801,29.33,35,100,4.7,IR,1682259176
505,quatre cocos,-20.2078,57.7625,27.06,80,100,2.68,MU,1682259178
506,labuan,5.2767,115.2417,29.26,76,11,3.89,MY,1682259179
507,calvinia,-31.4707,19.776,22.05,51,100,5.26,ZA,1682259180
508,moba,33.2288,105.0179,5.77,76,99,1.68,CN,1682259181
509,barcelona,41.3888,2.159,28.34,68,20,9.77,ES,1682258401
510,airai,-8.9266,125.4092,15.1,96,42,1.86,TL,1682259184
511,kanigoro,-8.13,112.219,24.04,94,100,1.48,ID,1682259185
512,santa barbara,34.7333,-120.0343,14.35,100,100,0.0,US,1682259037
513,merauke,-8.4667,140.3333,26.24,90,87,5.36,ID,1682259188
514,talavera de la reina,39.9635,-4.8308,24.18,29,43,5.23,ES,1682259189
515,bombay,19.0144,72.8479,27.99,78,20,4.12,IN,1682259190
516,lai,9.3952,16.2989,40.39,18,79,1.91,TD,1682258679
517,puerto carreno,6.189,-67.4859,27.67,72,100,2.65,CO,1682259193
518,gurupi,-11.7292,-49.0686,27.96,61,59,4.74,BR,1682259194
519,viedma,-40.8135,-62.9967,16.9,44,0,5.77,AR,1682259195
520,tashtagol,52.7657,87.8894,0.91,90,95,1.0,RU,1682259198
521,moerai,-22.4333,-151.3333,23.53,65,85,6.65,PF,1682259199
522,ambilobe,-13.2,49.05,27.19,84,37,1.56,MG,1682259200
523,joensuu,62.6012,29.7632,4.27,70,100,2.57,FI,1682259203
524,porto novo,6.4965,2.6036,31.93,59,90,5.36,BJ,1682259207
525,roma,43.2128,-75.4557,9.9,92,100,2.57,US,1682259084
526,carutapera,-1.195,-46.02,30.1,65,100,2.19,BR,1682259209
527,alice springs,-23.7,133.8833,13.75,67,1,0.0,AU,1682259212
528,carauari,-4.8828,-66.8958,26.22,85,96,1.68,BR,1682259213
529,noumea,-22.2763,166.4572,26.67,99,96,1.1,NC,1682258900
530,santa helena de goias,-17.8136,-50.5969,24.58,71,7,4.31,BR,1682258920
531,faanui,-16.4833,-151.75,27.92,79,100,7.8,PF,1682259217
532,dedovichi,57.5517,29.9502,18.29,45,76,3.81,RU,1682259218
533,montijo,38.7067,-8.9739,24.21,62,40,2.06,PT,1682258978
534,avera,33.194,-82.5271,19.19,45,28,0.93,US,1682259221
535,grindavik,63.8424,-22.4338,6.97,70,75,4.63,IS,1682259223
536,turka,49.1541,23.0297,14.85,51,91,1.7,UA,1682259224
537,kyra,49.5776,111.9753,3.26,33,100,2.23,RU,1682259227
538,yar-sale,66.8333,70.8333,0.77,99,100,8.55,RU,1682259228
539,belaya gora,68.5333,146.4167,-7.56,94,100,2.3,RU,1682259229
540,tuy hoa,13.0833,109.3,24.69,92,2,1.85,VN,1682259230
541,russell,32.3502,-85.1999,18.87,63,0,0.0,US,1682259232
542,konyshevka,51.8418,35.2941,15.5,39,94,1.03,RU,1682259234
543,tessalit,20.1986,1.0114,35.27,8,7,3.55,ML,1682259235
544,miraflores,19.2167,-98.8083,18.9,60,98,1.46,MX,1682259237
545,sioux lookout,50.1001,-91.917,-3.89,84,100,2.22,CA,1682259238
546,areosa,41.7178,-8.8571,16.74,89,52,5.1,PT,1682259239
547,graaff-reinet,-32.2522,24.5308,27.18,36,0,1.77,ZA,1682259241
548,mon,26.75,95.1,16.76,98,100,1.14,IN,1682259242
549,choix,26.7092,-108.3219,22.3,17,1,1.6,MX,1682259243
550,podgornoye,51.735,39.1496,17.12,39,0,2.0,RU,1682259245
551,newport,51.5877,-2.9984,13.16,75,100,3.39,GB,1682259247
552,batemans bay,-35.7167,150.1833,17.28,82,95,2.6,AU,1682259031
